product,material,region,city,craft_process,platform,price,sales,rating,reviews
shawl,silk,odisha,puri,hand-woven,flipkart,4686,74,4.9,236
handbag,bamboo,rajasthan,kolkata,loom weaving,flipkart,1481,110,3.9,326
bracelet,brass,karnataka,varanasi,handcrafted,meesho,5196,86,4.0,467
statue,wood,andhra pradesh,puri,handloom weaving,meesho,7191,81,3.5,9
scarf,jute,west bengal,puri,handcrafted,flipkart,5680,173,4.7,287
handbag,cotton,uttar pradesh,hyderabad,metal casting,amazon,2324,104,3.8,36
wall hanging,cotton,karnataka,ahmedabad,hand-woven,meesho,6939,89,3.7,305
scarf,brass,rajasthan,ahmedabad,metal casting,flipkart,492,111,4.3,280
scarf,silk,uttar pradesh,kolkata,handloom weaving,etsy,6844,211,4.4,21
statue,jute,tamil nadu,mysore,handloom weaving,flipkart,3443,42,3.6,72
wall hanging,brass,uttar pradesh,jaipur,hand-woven,flipkart,5471,117,4.5,245
statue,bamboo,odisha,ahmedabad,hand-woven,etsy,4335,60,4.6,24
saree,stone,rajasthan,hyderabad,traditional carving,flipkart,2476,13,4.0,41
saree,brass,rajasthan,ahmedabad,traditional carving,amazon,5667,75,4.8,463
wall hanging,clay,west bengal,kanchipuram,hand-woven,etsy,7710,178,4.3,154
statue,silk,odisha,ahmedabad,loom weaving,etsy,7605,73,3.6,184
bracelet,clay,uttar pradesh,kanchipuram,block printing,meesho,1580,22,4.5,184
lamp,stone,west bengal,kanchipuram,handloom weaving,flipkart,6483,133,4.7,415
scarf,stone,odisha,kolkata,handloom weaving,etsy,4202,153,4.3,190
saree,wood,tamil nadu,mysore,loom weaving,flipkart,682,179,4.3,430
handbag,terracotta,rajasthan,varanasi,handcrafted,etsy,6442,157,4.7,425
statue,clay,west bengal,ahmedabad,block printing,amazon,6963,84,5.0,277
bracelet,jute,andhra pradesh,kanchipuram,block printing,flipkart,3425,241,4.6,393
saree,jute,odisha,jaipur,traditional carving,etsy,2322,149,3.5,80
scarf,terracotta,tamil nadu,puri,block printing,amazon,3472,167,5.0,471
wall hanging,terracotta,uttar pradesh,hyderabad,hand-woven,etsy,3799,135,3.8,154
statue,silk,karnataka,jaipur,traditional carving,meesho,7088,240,4.8,98
lamp,wood,rajasthan,kanchipuram,block printing,flipkart,7486,141,3.5,450
saree,wood,gujarat,mysore,handcrafted,etsy,5238,207,3.5,79
lamp,silk,andhra pradesh,hyderabad,traditional carving,amazon,2622,58,4.1,8
vase,wood,rajasthan,puri,handloom weaving,etsy,1146,187,4.3,60
bracelet,silk,andhra pradesh,kanchipuram,pottery shaping,flipkart,6932,147,4.4,124
statue,wood,odisha,kolkata,loom weaving,meesho,6857,43,3.9,268
necklace,brass,uttar pradesh,kolkata,traditional carving,etsy,237,220,4.9,133
scarf,clay,gujarat,jaipur,block printing,amazon,4766,132,4.9,441
bracelet,wood,odisha,varanasi,handcrafted,etsy,1174,170,4.2,286
shawl,wood,tamil nadu,hyderabad,loom weaving,amazon,1141,63,3.7,281
scarf,cotton,gujarat,mysore,pottery shaping,flipkart,4676,66,4.2,170
bracelet,brass,west bengal,kanchipuram,block printing,etsy,4343,55,4.1,289
lamp,wood,odisha,puri,handloom weaving,etsy,6678,164,4.6,39
shawl,clay,andhra pradesh,ahmedabad,handcrafted,etsy,3853,204,4.6,432
statue,wood,gujarat,varanasi,block printing,amazon,1094,107,3.6,470
handbag,bamboo,gujarat,varanasi,pottery shaping,flipkart,5162,139,4.5,426
lamp,clay,west bengal,jaipur,metal casting,amazon,2672,134,4.4,357
vase,terracotta,andhra pradesh,kanchipuram,block printing,amazon,4948,177,4.8,119
statue,stone,tamil nadu,puri,pottery shaping,meesho,6746,201,4.9,187
vase,terracotta,rajasthan,kanchipuram,traditional carving,etsy,588,188,4.5,169
saree,brass,west bengal,varanasi,hand-woven,meesho,1265,141,4.7,381
lamp,stone,karnataka,mysore,handcrafted,amazon,6365,49,4.0,446
statue,bamboo,uttar pradesh,jaipur,traditional carving,amazon,2893,224,4.3,195
wall hanging,jute,uttar pradesh,puri,handloom weaving,flipkart,874,86,3.9,25
lamp,wood,tamil nadu,puri,traditional carving,amazon,3857,89,4.6,67
statue,cotton,gujarat,kanchipuram,loom weaving,amazon,2098,164,4.1,476
handbag,cotton,rajasthan,hyderabad,handcrafted,etsy,7454,243,4.6,257
necklace,cotton,rajasthan,jaipur,loom weaving,flipkart,4810,173,3.9,213
shawl,jute,andhra pradesh,mysore,hand-woven,meesho,2775,169,4.6,309
saree,stone,tamil nadu,kolkata,handcrafted,amazon,7559,65,4.8,106
bracelet,silk,karnataka,puri,handcrafted,amazon,322,42,4.3,19
scarf,clay,karnataka,puri,metal casting,meesho,4506,55,3.8,177
vase,bamboo,west bengal,mysore,pottery shaping,etsy,5785,116,4.2,63
handbag,cotton,karnataka,hyderabad,metal casting,etsy,6765,159,4.3,202
shawl,clay,andhra pradesh,varanasi,traditional carving,flipkart,379,108,4.2,145
necklace,brass,tamil nadu,ahmedabad,loom weaving,flipkart,2248,128,3.9,6
vase,jute,uttar pradesh,mysore,block printing,meesho,6832,81,4.1,491
wall hanging,clay,gujarat,kanchipuram,block printing,amazon,3129,177,4.4,17
scarf,jute,west bengal,puri,traditional carving,meesho,5575,239,3.5,208
vase,jute,karnataka,puri,handloom weaving,etsy,641,81,4.5,371
shawl,stone,gujarat,varanasi,metal casting,amazon,5438,52,4.4,13
necklace,brass,tamil nadu,kolkata,pottery shaping,meesho,3121,21,3.7,320
handbag,stone,rajasthan,puri,metal casting,meesho,1236,37,4.2,180
scarf,terracotta,gujarat,kanchipuram,block printing,meesho,4305,160,4.8,51
necklace,bamboo,odisha,mysore,hand-woven,amazon,3740,235,3.8,256
lamp,brass,andhra pradesh,kolkata,loom weaving,meesho,6876,129,3.6,151
wall hanging,cotton,uttar pradesh,kanchipuram,loom weaving,flipkart,3674,155,4.0,475
necklace,clay,west bengal,puri,metal casting,etsy,5901,91,3.6,488
wall hanging,silk,uttar pradesh,varanasi,metal casting,etsy,662,36,4.2,489
necklace,cotton,west bengal,puri,pottery shaping,etsy,4414,198,4.0,205
statue,clay,odisha,hyderabad,block printing,meesho,4445,66,3.9,475
shawl,clay,uttar pradesh,kanchipuram,pottery shaping,flipkart,5051,90,4.3,198
vase,bamboo,uttar pradesh,hyderabad,block printing,amazon,6769,231,4.1,8
handbag,brass,odisha,ahmedabad,block printing,meesho,2181,104,5.0,312
lamp,silk,west bengal,ahmedabad,handloom weaving,meesho,7085,73,4.4,362
scarf,terracotta,tamil nadu,hyderabad,pottery shaping,flipkart,3659,226,4.0,171
saree,cotton,west bengal,kolkata,handloom weaving,etsy,7055,133,4.3,393
necklace,terracotta,rajasthan,mysore,handcrafted,flipkart,4472,157,4.0,10
statue,bamboo,gujarat,kolkata,hand-woven,amazon,1084,223,4.6,453
shawl,stone,odisha,jaipur,metal casting,flipkart,5012,90,4.8,241
vase,silk,west bengal,varanasi,block printing,etsy,7374,58,3.5,99
lamp,clay,andhra pradesh,puri,traditional carving,flipkart,326,96,3.5,19
vase,clay,odisha,kolkata,traditional carving,flipkart,875,238,4.8,243
shawl,jute,west bengal,ahmedabad,handloom weaving,amazon,5371,183,4.8,387
saree,terracotta,tamil nadu,kanchipuram,hand-woven,etsy,7423,175,3.6,83
vase,clay,gujarat,varanasi,pottery shaping,etsy,7707,84,3.6,287
wall hanging,brass,tamil nadu,kanchipuram,loom weaving,meesho,4589,233,3.8,35
statue,jute,gujarat,kanchipuram,loom weaving,flipkart,2070,200,3.9,435
lamp,cotton,rajasthan,kanchipuram,hand-woven,etsy,3802,160,4.3,184
statue,clay,uttar pradesh,kanchipuram,handcrafted,amazon,2052,93,4.7,416
statue,cotton,west bengal,mysore,handcrafted,etsy,742,222,3.9,323
necklace,wood,uttar pradesh,puri,loom weaving,meesho,2184,163,4.6,369
statue,silk,west bengal,jaipur,loom weaving,amazon,2470,108,4.9,460
shawl,jute,uttar pradesh,jaipur,hand-woven,etsy,1809,101,4.0,405
statue,terracotta,karnataka,kolkata,hand-woven,meesho,3712,62,4.5,295
necklace,stone,gujarat,kanchipuram,handcrafted,etsy,4242,197,3.9,268
shawl,cotton,west bengal,jaipur,hand-woven,flipkart,561,205,4.4,210
saree,jute,uttar pradesh,mysore,handcrafted,meesho,5943,228,4.2,62
scarf,terracotta,rajasthan,ahmedabad,metal casting,flipkart,7609,226,4.3,323
wall hanging,brass,gujarat,mysore,handloom weaving,meesho,2727,183,3.6,200
shawl,wood,rajasthan,kanchipuram,pottery shaping,flipkart,5518,236,4.9,250
wall hanging,wood,andhra pradesh,mysore,loom weaving,flipkart,1273,193,4.9,457
vase,terracotta,uttar pradesh,kanchipuram,traditional carving,flipkart,2423,105,3.7,137
saree,brass,andhra pradesh,kanchipuram,handcrafted,amazon,2262,161,3.6,166
necklace,clay,uttar pradesh,puri,loom weaving,amazon,1992,27,4.8,246
wall hanging,cotton,tamil nadu,puri,hand-woven,flipkart,4498,37,4.1,245
handbag,bamboo,tamil nadu,kolkata,hand-woven,etsy,423,226,4.2,71
statue,jute,odisha,jaipur,traditional carving,meesho,4666,47,3.8,182
vase,cotton,rajasthan,kolkata,pottery shaping,meesho,3123,37,3.9,348
necklace,stone,tamil nadu,kolkata,metal casting,etsy,2074,224,4.4,81
lamp,clay,uttar pradesh,kanchipuram,hand-woven,meesho,1949,109,4.3,434
vase,cotton,odisha,varanasi,hand-woven,flipkart,4617,80,4.7,117
wall hanging,cotton,uttar pradesh,kanchipuram,handcrafted,flipkart,4645,131,3.5,353
handbag,terracotta,uttar pradesh,puri,traditional carving,amazon,5131,128,3.5,329
shawl,terracotta,gujarat,kolkata,hand-woven,amazon,3987,110,3.8,137
handbag,cotton,andhra pradesh,kolkata,hand-woven,etsy,3609,110,4.4,215
handbag,jute,karnataka,puri,block printing,amazon,6878,126,4.8,369
lamp,jute,karnataka,jaipur,traditional carving,etsy,3129,199,5.0,116
handbag,brass,tamil nadu,puri,handcrafted,meesho,1798,119,4.8,482
shawl,jute,west bengal,kolkata,loom weaving,etsy,4706,110,4.1,424
saree,jute,west bengal,jaipur,loom weaving,meesho,4557,236,4.4,496
handbag,brass,uttar pradesh,kolkata,pottery shaping,flipkart,5412,64,4.9,62
scarf,bamboo,andhra pradesh,kolkata,handcrafted,amazon,5819,168,5.0,387
lamp,clay,odisha,kanchipuram,block printing,meesho,561,93,3.8,118
scarf,clay,rajasthan,kolkata,loom weaving,amazon,2534,38,4.1,36
statue,cotton,karnataka,ahmedabad,metal casting,flipkart,1068,230,4.1,100
wall hanging,brass,rajasthan,varanasi,pottery shaping,etsy,2068,161,3.9,174
scarf,wood,west bengal,jaipur,handloom weaving,flipkart,7699,151,3.8,420
vase,bamboo,andhra pradesh,kanchipuram,traditional carving,flipkart,804,23,4.9,53
scarf,silk,karnataka,hyderabad,handloom weaving,amazon,6062,44,4.6,66
bracelet,wood,uttar pradesh,varanasi,handloom weaving,amazon,6549,37,4.6,111
lamp,brass,uttar pradesh,hyderabad,block printing,etsy,1747,170,4.1,344
shawl,wood,andhra pradesh,kolkata,loom weaving,amazon,6443,235,4.6,199
statue,jute,rajasthan,kanchipuram,block printing,amazon,7215,149,4.7,246
lamp,stone,odisha,puri,metal casting,flipkart,6309,120,3.7,321
necklace,wood,gujarat,hyderabad,handcrafted,meesho,7123,108,4.9,122
statue,clay,gujarat,hyderabad,handloom weaving,meesho,3351,244,4.5,209
statue,brass,gujarat,kolkata,block printing,amazon,5005,94,4.2,140
vase,clay,karnataka,hyderabad,loom weaving,meesho,2739,21,4.2,271
scarf,bamboo,karnataka,kolkata,handcrafted,amazon,2594,222,3.6,90
scarf,wood,andhra pradesh,kanchipuram,pottery shaping,flipkart,1523,211,3.6,334
scarf,silk,karnataka,hyderabad,traditional carving,meesho,2208,226,4.0,80
lamp,clay,tamil nadu,mysore,handcrafted,etsy,5602,38,3.5,214
wall hanging,brass,tamil nadu,hyderabad,hand-woven,amazon,7344,247,4.6,8
saree,cotton,andhra pradesh,jaipur,pottery shaping,etsy,5790,135,4.4,100
wall hanging,bamboo,tamil nadu,kanchipuram,metal casting,meesho,1496,21,3.8,115
handbag,clay,odisha,ahmedabad,handcrafted,amazon,6991,75,4.2,160
handbag,cotton,karnataka,puri,block printing,etsy,4712,177,4.6,77
wall hanging,brass,karnataka,kolkata,handloom weaving,flipkart,7822,42,4.9,39
vase,wood,uttar pradesh,kolkata,handcrafted,etsy,6211,162,4.3,397
statue,clay,gujarat,kanchipuram,pottery shaping,flipkart,4012,56,3.9,30
lamp,silk,odisha,ahmedabad,hand-woven,meesho,1424,197,4.1,150
saree,cotton,uttar pradesh,kanchipuram,traditional carving,etsy,329,80,5.0,198
vase,wood,odisha,kanchipuram,hand-woven,etsy,5689,67,4.9,97
saree,silk,gujarat,ahmedabad,hand-woven,amazon,7345,228,3.9,142
handbag,stone,west bengal,ahmedabad,loom weaving,etsy,4723,147,4.5,88
statue,bamboo,karnataka,varanasi,metal casting,meesho,6358,42,3.8,410
lamp,bamboo,tamil nadu,varanasi,hand-woven,etsy,6172,147,4.4,176
necklace,bamboo,tamil nadu,jaipur,handcrafted,etsy,2723,181,3.8,32
handbag,jute,uttar pradesh,kanchipuram,pottery shaping,flipkart,4869,186,4.3,342
lamp,stone,tamil nadu,puri,metal casting,meesho,7461,175,3.6,431
scarf,cotton,tamil nadu,hyderabad,traditional carving,amazon,2835,12,4.1,304
bracelet,cotton,andhra pradesh,kolkata,hand-woven,amazon,5735,100,4.0,95
handbag,silk,gujarat,kanchipuram,handcrafted,meesho,3779,178,4.1,305
vase,clay,karnataka,ahmedabad,metal casting,flipkart,4732,200,4.2,106
saree,stone,uttar pradesh,ahmedabad,metal casting,amazon,3294,249,4.1,332
scarf,wood,rajasthan,mysore,traditional carving,meesho,1101,186,4.1,390
handbag,stone,karnataka,ahmedabad,metal casting,meesho,7932,144,4.3,459
scarf,silk,andhra pradesh,varanasi,pottery shaping,meesho,4390,153,4.2,207
necklace,cotton,karnataka,ahmedabad,loom weaving,flipkart,4368,90,4.2,89
scarf,clay,andhra pradesh,kolkata,handcrafted,flipkart,7398,184,4.1,198
shawl,wood,west bengal,kolkata,handloom weaving,etsy,3342,14,4.8,471
statue,silk,karnataka,kolkata,metal casting,etsy,928,142,4.9,253
saree,bamboo,odisha,mysore,handloom weaving,amazon,2083,141,4.0,114
wall hanging,silk,west bengal,kolkata,pottery shaping,flipkart,2234,83,3.6,194
handbag,silk,gujarat,ahmedabad,metal casting,etsy,7792,144,4.6,106
necklace,stone,uttar pradesh,jaipur,block printing,amazon,2083,111,3.8,370
statue,stone,odisha,puri,pottery shaping,amazon,6034,228,3.5,31
necklace,wood,gujarat,ahmedabad,traditional carving,etsy,1974,138,4.2,25
scarf,silk,gujarat,jaipur,handloom weaving,flipkart,642,248,4.1,315
lamp,cotton,west bengal,mysore,loom weaving,amazon,3737,151,3.6,314
necklace,brass,gujarat,kolkata,handcrafted,meesho,4154,27,4.7,272
handbag,stone,west bengal,mysore,pottery shaping,meesho,2044,214,4.1,436
necklace,stone,rajasthan,jaipur,loom weaving,flipkart,6538,29,4.3,277
saree,terracotta,west bengal,puri,hand-woven,meesho,6279,195,5.0,58
wall hanging,cotton,tamil nadu,puri,traditional carving,meesho,7101,210,4.6,213
necklace,cotton,odisha,kanchipuram,handloom weaving,amazon,2787,148,4.5,495
handbag,terracotta,gujarat,jaipur,handcrafted,amazon,4542,130,4.3,366
wall hanging,wood,andhra pradesh,varanasi,loom weaving,amazon,5524,113,3.5,151
bracelet,clay,andhra pradesh,varanasi,traditional carving,amazon,6752,92,3.7,452
shawl,stone,rajasthan,ahmedabad,pottery shaping,flipkart,6099,104,4.9,181
vase,jute,andhra pradesh,mysore,pottery shaping,flipkart,1338,164,4.2,494
handbag,silk,gujarat,puri,traditional carving,amazon,1968,195,4.1,26
vase,cotton,uttar pradesh,kanchipuram,handloom weaving,flipkart,3183,11,3.7,429
bracelet,bamboo,rajasthan,ahmedabad,block printing,meesho,1379,191,3.8,418
necklace,cotton,odisha,kanchipuram,block printing,flipkart,1347,38,3.8,390
vase,bamboo,uttar pradesh,mysore,block printing,flipkart,899,43,4.8,183
bracelet,stone,karnataka,varanasi,pottery shaping,flipkart,4737,111,5.0,330
statue,silk,andhra pradesh,kanchipuram,loom weaving,etsy,7030,238,4.6,283
necklace,jute,rajasthan,jaipur,metal casting,etsy,7132,137,3.8,52
necklace,stone,uttar pradesh,hyderabad,block printing,etsy,7665,124,4.6,301
handbag,wood,uttar pradesh,mysore,handcrafted,etsy,4013,235,3.9,180
lamp,silk,tamil nadu,kolkata,metal casting,amazon,2045,132,4.2,488
saree,wood,west bengal,jaipur,metal casting,amazon,4551,32,3.8,491
handbag,silk,gujarat,varanasi,block printing,amazon,5797,244,3.9,264
saree,bamboo,odisha,puri,hand-woven,meesho,5881,211,3.6,77
saree,jute,andhra pradesh,jaipur,hand-woven,flipkart,845,237,4.0,410
lamp,bamboo,andhra pradesh,kolkata,pottery shaping,amazon,1566,214,4.0,249
bracelet,jute,karnataka,kanchipuram,handloom weaving,flipkart,5147,19,4.2,278
scarf,wood,andhra pradesh,hyderabad,handcrafted,meesho,1585,235,4.9,98
vase,wood,uttar pradesh,kolkata,handcrafted,meesho,6060,16,3.7,70
necklace,stone,andhra pradesh,mysore,block printing,amazon,2189,15,4.4,487
bracelet,jute,gujarat,varanasi,metal casting,flipkart,7980,243,4.9,154
bracelet,jute,west bengal,ahmedabad,handloom weaving,etsy,868,110,4.0,242
wall hanging,terracotta,tamil nadu,jaipur,loom weaving,meesho,1367,163,3.7,464
lamp,clay,karnataka,kolkata,handcrafted,etsy,3362,141,4.0,42
necklace,jute,karnataka,varanasi,pottery shaping,flipkart,1299,66,4.5,230
handbag,wood,rajasthan,puri,handloom weaving,etsy,1741,167,4.4,266
bracelet,brass,gujarat,mysore,metal casting,amazon,3744,122,4.4,71
lamp,silk,andhra pradesh,jaipur,loom weaving,meesho,5019,231,4.6,17
statue,terracotta,tamil nadu,hyderabad,handloom weaving,meesho,6553,237,4.8,378
shawl,terracotta,uttar pradesh,mysore,loom weaving,etsy,684,171,3.8,31
bracelet,clay,rajasthan,varanasi,pottery shaping,amazon,5476,119,4.9,346
handbag,stone,tamil nadu,mysore,loom weaving,amazon,4652,54,4.9,124
shawl,jute,karnataka,puri,block printing,amazon,6832,240,3.6,15
statue,jute,tamil nadu,jaipur,metal casting,flipkart,1496,198,4.4,380
scarf,bamboo,tamil nadu,kanchipuram,block printing,flipkart,664,63,4.2,349
saree,jute,rajasthan,puri,pottery shaping,flipkart,4808,25,4.9,273
saree,jute,karnataka,hyderabad,loom weaving,meesho,2330,27,4.0,472
saree,cotton,odisha,kanchipuram,traditional carving,meesho,2616,81,5.0,132
lamp,bamboo,uttar pradesh,ahmedabad,block printing,amazon,3373,220,4.4,80
wall hanging,wood,andhra pradesh,ahmedabad,block printing,flipkart,7250,26,4.7,483
saree,silk,andhra pradesh,hyderabad,handcrafted,etsy,1140,80,4.0,326
saree,wood,gujarat,jaipur,pottery shaping,amazon,6296,87,3.7,97
lamp,cotton,karnataka,kolkata,loom weaving,meesho,3973,204,4.7,83
handbag,clay,west bengal,jaipur,traditional carving,etsy,4898,65,3.5,99
scarf,jute,gujarat,kanchipuram,metal casting,meesho,5989,89,3.9,174
handbag,wood,west bengal,jaipur,pottery shaping,amazon,454,177,4.3,7
handbag,cotton,odisha,kolkata,hand-woven,meesho,1866,157,4.1,142
scarf,brass,uttar pradesh,mysore,pottery shaping,meesho,3584,35,4.9,459
statue,stone,andhra pradesh,ahmedabad,hand-woven,flipkart,2634,77,4.4,51
saree,terracotta,gujarat,kolkata,pottery shaping,meesho,526,194,4.4,329
vase,cotton,andhra pradesh,mysore,traditional carving,flipkart,2485,199,4.8,123
statue,silk,rajasthan,kanchipuram,metal casting,amazon,6548,108,4.7,199
wall hanging,silk,rajasthan,varanasi,block printing,amazon,4745,244,4.2,205
vase,clay,karnataka,kolkata,traditional carving,etsy,6184,150,4.4,417
shawl,bamboo,odisha,kanchipuram,handcrafted,meesho,5282,120,4.8,402
wall hanging,terracotta,uttar pradesh,ahmedabad,handcrafted,amazon,4377,170,3.9,433
shawl,stone,gujarat,jaipur,metal casting,flipkart,1652,16,4.0,491
vase,bamboo,karnataka,hyderabad,metal casting,meesho,1642,108,3.5,402
lamp,terracotta,rajasthan,puri,handloom weaving,meesho,1306,20,3.6,426
scarf,bamboo,odisha,ahmedabad,handloom weaving,flipkart,6028,249,4.3,430
scarf,terracotta,rajasthan,jaipur,hand-woven,etsy,4973,53,4.7,18
saree,bamboo,rajasthan,varanasi,handcrafted,meesho,5139,51,4.9,80
necklace,jute,tamil nadu,mysore,handcrafted,meesho,3763,245,3.9,466
handbag,terracotta,andhra pradesh,kolkata,metal casting,amazon,2554,207,4.2,42
shawl,wood,andhra pradesh,ahmedabad,handcrafted,meesho,3025,57,3.5,388
bracelet,clay,west bengal,ahmedabad,traditional carving,flipkart,1543,64,3.9,484
wall hanging,clay,tamil nadu,ahmedabad,pottery shaping,flipkart,3052,230,3.7,191
statue,cotton,uttar pradesh,ahmedabad,pottery shaping,amazon,6039,191,4.9,449
statue,clay,odisha,mysore,traditional carving,meesho,6355,243,4.6,142
vase,terracotta,andhra pradesh,jaipur,block printing,etsy,4851,180,3.5,36
lamp,wood,odisha,varanasi,hand-woven,flipkart,2986,217,4.4,461
vase,wood,uttar pradesh,jaipur,metal casting,etsy,2291,108,4.1,285
bracelet,brass,tamil nadu,mysore,handcrafted,flipkart,3596,228,4.7,33
scarf,stone,tamil nadu,jaipur,handcrafted,meesho,405,103,4.4,139
scarf,terracotta,uttar pradesh,kolkata,metal casting,etsy,4461,190,4.9,59
scarf,jute,karnataka,hyderabad,traditional carving,flipkart,1527,14,4.2,137
shawl,jute,andhra pradesh,kanchipuram,metal casting,etsy,6171,129,4.9,203
wall hanging,brass,tamil nadu,hyderabad,hand-woven,amazon,2063,187,4.0,354
handbag,cotton,tamil nadu,kolkata,pottery shaping,meesho,3108,116,4.1,25
necklace,silk,west bengal,kolkata,handcrafted,flipkart,269,190,3.7,240
lamp,cotton,tamil nadu,kanchipuram,loom weaving,etsy,7253,144,4.7,318
shawl,silk,andhra pradesh,puri,handcrafted,meesho,4585,130,3.7,404
wall hanging,cotton,tamil nadu,kanchipuram,hand-woven,flipkart,5649,177,3.8,320
